rownum,State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,Andhra Pradesh,Adilabad,2000,0,11.243,0,4.892,39.883,213.245,260.107,449.676,71.194,21.801,1.11,0.894
2,Andhra Pradesh,Anantapur,2000,0,5.876,0,45.422,74.744,76.743,72.593,185.413,118.197,176.051,7.881,4.431
3,Andhra Pradesh,Chittoor,2000,0.008,29.256,0,40.611,59.111,94.714,98.985,171.999,163.666,216.036,33.587,18.495
4,Andhra Pradesh,Cuddapah,2000,0,13.219,0,28.022,61.744,78.884,73.599,184.146,123.56,148.136,17.407,7.739
5,Andhra Pradesh,East Godavari,2000,0,46.978,0,8.293,57.992,329.31,203.998,354.476,149.938,105.086,8.197,0.594
6,Andhra Pradesh,Guntur,2000,0,29.479,0,9.437,67.882,176.842,118.591,271.097,99.692,73.111,21.238,3.15
7,Andhra Pradesh,Hyderabad,2000,0,9.699,0,12.41,71.569,231.2,154.031,544.261,69.909,30.653,2.515,1.631
8,Andhra Pradesh,Karimnagar,2000,0,16.491,0,8.315,44.85,231.495,214.992,472.427,70.141,33.428,1.703,1.11
9,Andhra Pradesh,Khammam,2000,0,33.634,0,10.863,65.732,303.553,197.565,419.547,109.193,69.274,4.309,0.548
10,Andhra Pradesh,Krishna,2000,0,35.983,0,6.925,78.569,260.732,166.505,346.158,125.564,61.234,15.717,1.847
11,Andhra Pradesh,Kurnool,2000,0,4.584,0,21.746,67.386,91.179,56.566,180.246,91.04,102.635,6.716,3.729
12,Andhra Pradesh,Mahbubnagar,2000,0,7.87,0,18.705,69.24,160.512,98.987,339.999,84.596,59.851,4.066,2.5
13,Andhra Pradesh,Medak,2000,0,12.614,0,10.079,60.284,227.835,150.084,478.257,65.612,24.638,3.177,1.704
14,Andhra Pradesh,Nalgonda,2000,0,19.202,0,11.5,64.638,199.678,123.639,396.94,76.508,38.527,5.514,1.848
15,Andhra Pradesh,Nellore,2000,0.001,30.855,0,17.432,44.012,91.709,93.81,150.554,124.983,163.897,57.556,18.016
16,Andhra Pradesh,Nizamabad,2000,0,10.476,0,7.729,40.866,227.345,188.878,469.347,65.782,17.254,2.446,1.036
17,Andhra Pradesh,Prakasam,2000,0,18.498,0,12.194,55.707,117.958,91.129,208.638,91.684,100.085,28.078,5.556
18,Andhra Pradesh,Rangareddi,2000,0,9.556,0,13.194,69.211,214.697,137.572,474.56,81.82,33.296,3.064,1.722
19,Andhra Pradesh,Srikakulam,2000,0.018,29.166,0.01,15.305,37.997,236.686,101.001,200.021,99.917,113.24,9.99,0.102
20,Andhra Pradesh,Vishakhapatnam,2000,0,41.441,0,13.864,43.201,306.308,168.055,312.672,134.718,144.511,2.897,0.048
21,Andhra Pradesh,Vizianagaram,2000,0,31.016,0,19.836,38.502,265.521,139.41,266.612,115.908,130.221,3.45,0.014
22,Andhra Pradesh,Warangal,2000,0,29.621,0,11.223,43.788,238.784,155.833,408.973,72.511,54.028,2.7,1.218
23,Andhra Pradesh,West Godavari,2000,0,46.558,0,6.538,71.185,311.643,204.947,381.619,146.151,75.083,10.344,0.852
24,Arunachal Pradesh,Changlang,2000,31.231,13.285,60.94,185.635,213.86,264.225,323.216,371.473,262.144,64.021,8.423,0.48
25,Arunachal Pradesh,Dibang Valley,2000,38.871,8.245,56.274,236.186,221.82,214.674,316.565,336.434,236.931,46.611,8.918,1.571
26,Arunachal Pradesh,East Kameng,2000,16.311,10.868,63.394,115.968,403.326,379.746,333.57,484.788,257.777,44.152,4.109,0.896
27,Arunachal Pradesh,East Siang,2000,45.472,10.011,87.615,233.358,290.655,258.541,354.728,400.183,271.448,43.578,8.859,0.916
28,Arunachal Pradesh,Lohit,2000,36.246,12.511,62.509,223.923,213.799,238.073,320.541,368.454,257.44,60.129,9.646,1.213
29,Arunachal Pradesh,Lower Subansiri,2000,18.882,8.129,71.15,122.901,326.908,321.195,322.998,430.69,250.337,35.776,4.914,0.512
30,Arunachal Pradesh,Tawang,2000,10.11,6.631,82.946,38.277,383.769,438.547,346.688,523.675,289.145,36.093,2.009,0.713
31,Arunachal Pradesh,Tirap,2000,31.618,15.547,60.947,195.039,257.792,254.793,334.844,379.558,258.943,63.12,7.297,0.68
32,Arunachal Pradesh,Upper Subansiri,2000,20.772,4.598,78.652,119.719,264.877,261.051,309.594,387.141,238.043,25.29,5.274,0.157
33,Arunachal Pradesh,West Kameng,2000,12.084,8.495,69.419,77.782,396.149,420.913,333.65,506.771,266.213,40.959,3.685,0.802
34,Arunachal Pradesh,West Siang,2000,25.891,5.504,73.796,158.747,245.479,230.269,307.051,359.293,228.461,30.284,6.29,0.561
35,Assam,Barpeta,2000,7.079,12.644,51.426,49.584,612.009,651.237,341.982,633.601,291.942,68.292,2.445,0.86
36,Assam,Cachar,2000,24.126,48.264,103.68,460.333,677.267,209.452,351.466,685.856,306.995,130.768,6.872,5.782
37,Assam,Darrang,2000,10.035,16.249,64.511,123.57,581.172,545.397,388.555,649.074,300.943,73.469,3.039,1.73
38,Assam,Dhemaji,2000,41.748,14.801,81.913,227.04,356.07,311.069,363.396,442.057,284.204,52.058,7.652,0.566
39,Assam,Dhubri,2000,7.937,11.546,25.029,43.14,399.937,482.388,262.482,480.719,287.394,51.69,1.232,0.734
40,Assam,Dibrugarh,2000,44.91,16.336,75.274,257.995,341.01,293.126,369.582,434.122,288.585,58.819,8.179,0.843
41,Assam,Golaghat,2000,30.068,20.526,78.279,257.046,398.533,241.748,326.017,465.87,248.482,70.393,5.002,3.299
42,Assam,Golapara,2000,9.202,12.133,35.824,61.734,578.443,601.556,313.264,595.148,283.049,69.87,2.852,0.794
43,Assam,Hailakandi,2000,21.376,47.168,89.091,448.429,648.777,207.073,320.964,663.172,282.727,130.465,9.772,6.021
44,Assam,Jorhat,2000,36.75,18.898,71.049,256.314,364.01,241.078,332.311,445.375,255.685,64.103,5.415,2.971
45,Assam,Kamrup,2000,11.692,19.662,67.399,188.527,747.992,611.646,459.259,810.962,351.419,101.688,4.394,2.735
46,Assam,Karbi Anglong,2000,28.648,26.269,105.86,383.712,584.317,252.623,453.218,685.645,337.67,104.643,4.923,4.9
47,Assam,Karimganj,2000,17.775,40.71,73.947,399.69,655.614,164.937,270.082,589.803,257.582,117.379,10.803,4.774
48,Assam,Kokrajhar,2000,5.167,9.42,47.063,42.243,450.065,580.901,312.208,564.161,321.338,47.975,0.903,0.425
49,Assam,Lakhimpur,2000,29.185,16.22,64.291,197.941,380.691,325.756,341.942,450.73,261.318,55.337,5.672,1.258
50,Assam,Nagaon,2000,22.847,23.136,95.236,350.003,646.017,397.428,506.947,764.804,374.673,109.538,4.494,4.664
51,Assam,Nalbari,2000,6.888,14.124,58.174,56.203,619.557,640.379,358.071,644.212,291.592,69.224,2.862,1.113
52,Assam,North Cachar Hills,2000,28.334,41.913,125.922,451.519,685.116,212.077,427.077,728.397,351.927,123.637,5.439,5.333
53,Assam,Sibsagar,2000,37.974,17.92,69.146,247.89,335.943,269.331,350.537,430.014,270.596,62.222,7.093,1.552
54,Assam,Sonitpur,2000,17.361,16.242,56.162,152.569,456.885,401.803,345.944,523.734,260.713,60.822,3.476,1.547
55,Assam,Tinsukia,2000,46.968,14.473,72.016,245.63,281.136,282.933,363.418,399.506,287.535,58.361,8.874,0.444
56,Bihar,Araria,2000,13.51,8.809,17.094,21.285,70.467,219.303,170.685,237.437,281.063,5.126,0.001,0.004
57,Bihar,Aurangabad,2000,11.593,21.994,1.259,12.369,4.758,131.434,98.237,105.424,230.394,0.541,0,0.024
58,Bihar,Banka,2000,7.254,22.291,3.567,19.697,38.441,183.089,120.006,199.524,244.471,17.548,0.905,0.607
59,Bihar,Begusarai,2000,11.24,13.609,7.558,11.833,21.132,144.835,113.657,161.476,260.802,3.611,0,0.029
60,Bihar,Bhagalpur,2000,9.058,14.483,4.359,16.044,39.294,174.794,115.198,200.54,250.91,15.769,0.269,0.189
61,Bihar,Bhojpur,2000,11.65,20.594,3.694,8.547,5.727,116.481,108.185,113.319,214.902,0.559,0,0.274
62,Bihar,Buxar,2000,11.541,19.817,2.563,6.852,5.648,109.01,105.511,119.66,205.368,0.472,0,0.184
63,Bihar,Darbhanga,2000,11.668,11.279,11.844,13.325,27.086,136.111,134.657,166.821,248.717,0.88,0,0.332
64,Bihar,Gaya,2000,10.93,23.058,1.711,15.189,7.497,145.056,102.032,118.654,243.572,2.059,0.129,0.039
65,Bihar,Gopalganj,2000,11.652,13.681,4.946,8.599,11.683,116.474,132.405,141.087,212.422,0.556,0,0.446
66,Bihar,Jamui,2000,8.616,23.917,2.635,18.025,26.757,174.221,112.573,175.737,247.704,11.75,0.671,0.701
67,Bihar,Jehanabad,2000,11.925,19.795,4.336,11.264,5.818,127.756,105.767,115.973,234.894,0.599,0,0.13
68,Bihar,Kaimur,2000,11.624,19.516,0.331,6.95,5.865,116.817,127.184,120.651,236.873,0.439,0,0
69,Bihar,Katihar,2000,10.412,12.54,7.231,22.138,68.377,208.658,141.992,237.936,253.59,18.149,0.362,0.283
70,Bihar,Khagaria,2000,10.848,12.438,8.218,13.345,29.741,154.229,117.343,175.785,260.344,6.398,0.073,0
71,Bihar,Kishanganj,2000,13.569,8.796,17.6,26.941,108.247,279.953,209.316,298.857,315.875,11.509,0.067,0.067
72,Bihar,Lakhisarai,2000,10.278,15.698,5.73,12.246,19.803,151.05,107.816,162.346,259.353,5.761,0.008,0.009
73,Bihar,Madhepura,2000,11.991,10.345,11.572,15.337,39.559,164.475,130.049,187.94,259.925,5.25,0.012,0.005
74,Bihar,Madhubani,2000,12.056,9.828,14.014,17.071,36.61,148.595,148.419,181.099,250.042,0.89,0,0.403
75,Bihar,Munger,2000,9.258,15.801,4.91,13.583,27.368,159.944,109.719,177.161,256.297,10.295,0.162,0.033
76,Bihar,Muzaffarpur,2000,11.232,15.729,8.695,11.564,16.974,120.913,136.968,143.367,231.26,0.801,0,0.587
77,Bihar,Nalanda,2000,11.707,17.819,5.473,12.151,9.111,138.834,107.949,137.068,254.478,1.062,0.001,0.001
78,Bihar,Nawada,2000,10.442,22.314,2.072,15.599,14.123,159.145,102.9,148.352,250.016,5.446,0.241,0.244
79,Bihar,Paschim Champaran,2000,12.831,13.816,8.98,19.065,26.644,179.572,178.885,180.566,242.585,0.683,0,1.119
80,Bihar,Patna,2000,11.627,19.336,5.407,10.783,8.75,130.913,110.454,128.32,240.098,0.955,0,0.147
81,Bihar,Purba Champaran,2000,12.418,13.657,8.005,14.576,18.525,138.629,153.111,149.184,234.338,0.72,0,0.717
82,Bihar,Purnia,2000,11.598,11.144,9.464,19.696,61.403,202.818,142.718,225.034,258.868,12.305,0.07,0.07
83,Bihar,Rohtas,2000,11.775,20.772,1.03,8.946,5.128,121.057,113.728,113.256,228.617,0.486,0,0.074
84,Bihar,Saharsa,2000,11.931,10.364,10.965,13.716,32.489,152.356,124.226,175.882,261.624,3.707,0,0.013
85,Bihar,Samastipur,2000,12.478,12.568,9.129,11.044,19.069,133.395,120.757,153.549,258.387,0.813,0,0.143
86,Bihar,Saran,2000,11.389,19.736,5.144,7.938,8.496,115.795,119.22,120.592,215.175,0.616,0,0.401
87,Bihar,Sheikhpura,2000,11.553,16.549,6.056,12.164,12.268,145.385,108.709,149.155,261.536,1.881,0.013,0.013
88,Bihar,Sheohar,2000,11.84,15.369,9.117,14.184,18.876,130.012,149.972,145.878,235.433,0.8,0,0.775
89,Bihar,Sitamarhi,2000,11.47,12.265,12.098,18.027,29.042,145.382,158.341,166.777,250.232,0.868,0,0.902
90,Bihar,Siwan,2000,11.175,14.131,4.55,6.425,9.6,106.883,124.791,132.881,207.556,0.528,0,0.357
91,Bihar,Supaul,2000,13.681,8.63,16.406,17.858,48.541,173.777,152.199,200.673,261.869,1.164,0,0.018
92,Bihar,Vaishali,2000,11.474,20.876,7.391,9.891,12.061,126.427,120.119,134.309,237.097,0.721,0,0.281
93,Chandigarh,Chandigarh,2000,15.8,27.7,6,1.9,15,87.6,236.5,134.6,46,0,2.9,0.2
94,Chattisgarh,Bastar,2000,0.008,30.253,0,17.44,45.994,318.126,255.674,366.698,97.315,85.823,0.39,0.218
95,Chattisgarh,Bilaspur,2000,20.084,35.982,10.045,3.153,16.96,94.128,215.905,143.746,63.664,0,3.523,0.942
96,Chattisgarh,Dantewada,2000,0,36.133,0,14.31,49.603,315.176,221.745,418.21,92.938,87.457,1.535,0.439
97,Chattisgarh,Dhamtari,2000,0.412,22.662,0.002,12.602,27.682,281.98,283.753,266.003,113.626,49.655,0,0
98,Chattisgarh,Durg,2000,0.866,22.87,0,6.126,25.003,228.082,322.753,219.265,113.863,31.648,0,0.001
99,Chattisgarh,Janjgir,2000,2.299,38.626,0.199,10.422,20.711,257.555,248.342,240.05,155.506,26.481,0,0
100,Chattisgarh,Jashpur,2000,4.851,46.27,0.199,15.173,9.358,269.526,189.349,240.462,204.867,18.591,0.15,0
101,Chattisgarh,Kanker,2000,0.047,23.706,0,9.367,36.526,261.43,308.535,300.111,96.349,51.891,0.074,0.128
102,Chattisgarh,Kawardha,2000,2.639,28.65,0.124,3.807,20.871,197.926,377.181,194.106,138.295,14.891,0,0.006
103,Chattisgarh,Korba,2000,3.207,30.795,0.157,6.232,20.856,218.102,275.87,190.014,155.717,16.959,0,0
104,Chattisgarh,Koriya,2000,7.264,24.499,0.107,4.808,20.251,163.319,239.59,141,193.429,4.466,0,0
105,Chattisgarh,Mahasamund,2000,1.496,39.759,0.201,14.115,22.763,286.05,244.192,261.795,135.23,38.183,0,0
106,Chattisgarh,Raigarh,2000,2.514,43.117,0.2,13.49,13.334,272.413,220.255,263.966,178.613,26.602,0.007,0
107,Chattisgarh,Raipur,2000,1.256,30.017,0.1,12.318,26.982,282.079,265.869,253.246,125.45,42.267,0.024,0
108,Chattisgarh,Rajnandgaon,2000,0.577,26.285,0,4.425,26.342,213.481,378.729,229.806,110.084,29.986,0.005,0.035
109,Chattisgarh,Surguja,2000,6.657,32.486,0.064,9.239,12.721,227.882,210.418,159.516,196.282,10.784,0.003,0
110,Dadra & Nagar Haveli,Dadra & Nagar Haveli,2000,0,0,0,0,22.602,341.727,603.201,234.86,114.81,13.348,5.65,1.965
111,Delhi,New Delhi,2000,22.398,42.016,12.58,0.691,12.074,80.69,272.234,125.493,20.492,0,2.644,21.908
112,Gujarat,Ahmadabad,2000,0,0,0,0,9.196,55.405,335.661,81.557,8.842,2.065,1.293,0
113,Gujarat,Amreli,2000,0,0,0,0,16.822,55.892,376.289,103.858,3.447,10.65,1.006,0
114,Gujarat,Anand,2000,0,0,0,0,11.863,86.638,346.262,88.081,23.68,2.022,3.982,0
115,Gujarat,Banas Kantha,2000,0,0.35,0,0.068,12.802,31.84,287.656,71.506,2.452,0.01,0.797,0
116,Gujarat,Bharuch,2000,0,0,0,0,28.12,166.328,487.935,130.338,49.683,5.607,5.806,0.003
117,Gujarat,Bhavnagar,2000,0,0,0,0,19.091,98.535,419.157,119.03,16.889,8.554,3.957,0
118,Gujarat,Dohad,2000,0,0.045,0,0,14.529,100.954,411.556,144.164,14.201,3.559,0.884,0
119,Gujarat,Gandhinagar,2000,0,0,0,0,19.6,57.9,416.4,92.9,7.2,0.8,0.3,0
120,Gujarat,Kachchh,2000,0.168,0.018,0,0,1.67,8.71,228.928,76.445,1.219,0.085,0.101,0
121,Gujarat,Kheda,2000,0,0.004,0,0,13.491,74.626,421.343,99.817,14.518,1.326,1.491,0
122,Gujarat,Mahesana,2000,0,0.134,0,0.007,18.945,48.185,378.255,88.336,4.175,0.355,0.341,0
123,Gujarat,Narmada,2000,0,0,0,0,23.268,251.015,656.075,201.272,69.78,9.266,5.333,0.188
124,Gujarat,Panch Mahals,2000,0,0.053,0,0,14.078,98.86,435.333,133.128,16.265,2.777,1.507,0
125,Gujarat,Patan,2000,0,0.015,0,0,8.809,36.115,305.6,84.642,2.645,0.135,0.086,0
126,Gujarat,Rajkot,2000,0,0,0,0,9.544,33.127,480.439,133.803,2.185,6.228,0.306,0
127,Gujarat,Sabar Kantha,2000,0,0.291,0,0.101,24.796,61.662,456.06,108.331,6.33,0.571,0.604,0
128,Gujarat,Surat,2000,0,0,0,0,24.947,201.995,462.272,161.763,68.905,9.152,5.13,0.75
129,Gujarat,Surendranagar,2000,0,0,0,0,5.782,41.951,373.734,109.259,3.34,2.721,0.348,0
130,Gujarat,The Dangs,2000,0,0,0,0,25.444,280.156,585.72,242.533,106.264,15.714,6.754,2.429
131,Gujarat,Vadodara,2000,0,0,0,0,17.467,131.646,437.69,134.194,34.201,4.814,3.897,0.012
132,Haryana,Ambala,2000,17.209,31.84,8.556,1.765,15.217,93.162,237.152,141.453,39.844,0,3.04,4.499
133,Haryana,Bhiwani,2000,11.78,23.839,6.91,0.395,10.336,58.104,219.684,75.383,10.46,0,4.888,12.276
134,Haryana,Faridabad,2000,15.963,33.362,9.326,1.261,14.276,68.978,283.337,127.668,24.492,0,2.402,16.135
135,Haryana,Fatehabad,2000,11.193,19.348,7.188,0.362,8.469,42.791,188.134,59.917,11.74,0,4.096,8.145
136,Haryana,Gurgaon,2000,15.057,31.712,8.249,1.261,13.845,66.155,284.968,115.825,21.321,0,2.578,14.67
137,Haryana,Hisar,2000,12.016,23.265,7.153,0.407,9.459,50.685,200.014,67.397,11.301,0,3.793,10.693
138,Haryana,Jhajjar,2000,15.714,32.875,9.98,0.539,10.233,67.9,250.859,103.913,15.359,0,3.355,17.444
139,Haryana,Jind,2000,17.031,29.239,10.546,0.498,9.98,60.57,220.614,84.095,15.584,0,4.272,13.064
140,Haryana,Kaithal,2000,18.123,29.581,11.34,0.648,10.377,64.605,225.153,92.954,20.608,0,3.603,10.543
141,Haryana,Karnal,2000,20.012,33.598,12.102,0.977,13.046,80.836,242.211,125.407,27.563,0,3.274,12.316
142,Haryana,Kurukshetra,2000,18.031,31.294,9.82,1.283,13.65,82.451,235.711,126.745,32.445,0,3.356,7.653
143,Haryana,Mahendragarh,2000,9.915,29.842,5.43,1.033,11.69,63.199,275.643,83.296,11.555,0,4.432,13.345
144,Haryana,Panchkula,2000,17.082,31.44,6.97,2.35,16.732,99.064,236.015,145.545,50.433,0,2.762,0.304
145,Haryana,Panipat,2000,21.582,33.297,12.717,0.693,11.857,74.844,246.945,114.204,21.634,0,3.732,15.852
146,Haryana,Rewari,2000,14.124,31.992,7.277,0.856,11.181,68.622,270.346,96.025,13.796,0,3.657,14.85
147,Haryana,Rohtak,2000,15.658,30.063,9.469,0.464,10.113,64.7,236.475,94.731,14.214,0,4.212,15.751
148,Haryana,Sirsa,2000,8.089,12.288,4.37,0.236,6.573,32.999,166.855,44.868,8.353,0,3.973,4.988
149,Haryana,Sonipat,2000,21.389,34.903,12.407,0.6,11.335,74.052,252.897,112.98,19.303,0,3.724,18.06
150,Haryana,Yamunanagar,2000,16.537,33.295,7.998,2.051,16.54,107.127,244.645,162.219,44.826,0,2.369,2.963
151,Himachal Pradesh,Chamba,2000,33.993,52.28,24.993,9.733,28.497,90.188,145.487,141.654,79.866,0.049,3.213,3.802
152,Himachal Pradesh,Hamirpur,2000,24.376,40.377,14.044,4.305,19.756,96.383,201.116,147.078,73.683,0,3.613,1.578
153,Himachal Pradesh,Kangra,2000,28.041,42.657,17.565,5.745,21.927,90.244,188.515,143.288,76.795,0,3.477,2.417
154,Himachal Pradesh,Kinnaur,2000,20.2,66.698,19.299,11.959,51.085,191.409,143.574,181.698,68.985,0.2,1.18,1.146
155,Himachal Pradesh,Kullu,2000,27.747,61.855,21.371,9.797,38.952,155.845,153.35,171.134,82.309,0.07,2.287,2.272
156,Himachal Pradesh,Lahul & Spiti,2000,25.583,57.154,22.093,13.315,41.384,119.965,103.262,120.885,53.799,0.173,2.472,2.346
157,Himachal Pradesh,Mandi,2000,26.028,49.793,16.367,5.736,25.561,120.049,184.521,164.051,80.74,0,2.957,1.826
158,Himachal Pradesh,Shimla,2000,23.775,56.475,16.643,6.909,33.728,162.576,183.044,190.284,80.394,0.115,1.952,1.408
159,Himachal Pradesh,Sirmaur,2000,19.098,40.161,9.305,3.31,21.466,130.022,230.738,177.744,61.311,0,2.299,0.698
160,Himachal Pradesh,Solan,2000,19.16,35.704,9.048,2.986,17.67,101.817,224.145,149.678,59.899,0,3.112,0.7
161,Himachal Pradesh,Una,2000,21.006,30.856,10.506,3.125,15.911,78.052,217.489,128.04,60.378,0,4.023,1.099
162,Jammu & Kashmir,Anantanag,2000,62.182,65.002,46.655,21.121,38.815,54.173,111.315,97.848,55.011,0.181,6.761,8.773
163,Jammu & Kashmir,Badgam,2000,70.566,59.695,43.416,17.757,32.899,51.711,159.079,112.641,56.276,0.201,9.744,8.649
164,Jammu & Kashmir,Baramula,2000,81.595,67.386,53.014,23.135,41.969,51.626,114.974,110.859,58.605,0.924,8.285,10.598
165,Jammu & Kashmir,Doda,2000,45.749,58.12,35.045,16.409,35.42,66.237,114.917,109.528,60.273,0.167,4.624,5.97
166,Jammu & Kashmir,Jammu,2000,35.877,28.728,16.025,5.122,16.229,51.528,238.415,110.177,47.554,0.004,5.646,3.273
167,Jammu & Kashmir,Kargil,2000,37.584,46.726,29.771,19.699,37.539,49.725,57.399,63.261,31.236,0.163,4.359,5.186
168,Jammu & Kashmir,Kathua,2000,31.705,37.103,19.085,6.142,18.662,66.524,204.112,126.388,66.601,0,4.364,3.261
169,Jammu & Kashmir,Kupwara,2000,46.302,32.506,30.172,15.666,27.396,26.156,37.163,40.962,35.857,5.031,4.294,9.063
170,Jammu & Kashmir,Leh,2000,11.323,23.516,10.838,13.33,25.586,28.749,18.621,28.335,8.196,0.033,1.439,1.331
171,Jammu & Kashmir,Pulwama,2000,66.404,64.708,47.466,21.454,38.682,51.947,116.908,97.64,53.609,0.2,7.824,9.059
172,Jammu & Kashmir,Punch,2000,75.486,57.376,34.127,13.401,36.066,66.727,174.499,174.141,64.255,0.487,7.204,7.223
173,Jammu & Kashmir,Rajauri,2000,52.914,38.84,21.752,7.741,25.548,56.703,207.501,149.243,52.108,0.189,6.051,4.573
174,Jammu & Kashmir,Srinagar,2000,72.632,66.853,54.541,26.294,44.345,44.817,84.268,80.521,46.863,0.25,7.647,10.198
175,Jammu & Kashmir,Udhampur,2000,42.533,39.567,23.636,8.282,20.373,56.497,210.735,120.583,58.426,0.077,5.625,4.915
176,Jharkhand,Bokaro,2000,9.003,48.375,0.293,37.059,47.513,186.207,155.084,169.394,242.675,14.467,3.935,0.708
177,Jharkhand,Chatra,2000,11.168,32.428,0.231,21.448,12.293,160.669,114.952,123.574,236.702,4.083,1.028,0.268
178,Jharkhand,Deoghar,2000,6.567,32.643,2.52,26.46,46.094,202.299,134.005,203.127,235.011,19.715,2.125,0.868
179,Jharkhand,Dhanbad,2000,7.302,45.483,0.969,40.446,57.437,196.422,149.885,191.084,225.425,18.642,4.985,0.912
180,Jharkhand,Dumka,2000,5.285,34.939,3.341,35.362,66.853,209.329,140.646,223.305,223.134,26.006,3.059,0.874
181,Jharkhand,Garwah,2000,10.392,27.612,0.002,10.559,8.349,188.301,166.248,122.087,218.563,4.219,0,0
182,Jharkhand,Giridih,2000,9.027,33.988,1.532,25.37,35.42,186.476,129.754,174.265,247.091,12.999,2.028,0.694
183,Jharkhand,Godda,2000,7.002,21.317,4.127,22.918,51.149,192.354,126.718,221.625,239.468,22.142,1.35,0.676
184,Jharkhand,Gumla,2000,6.392,59.009,0.2,17.933,14.027,247.97,179.415,231.761,188.999,11.468,1.101,0.112
185,Jharkhand,Hazaribagh,2000,10.336,43.444,0.33,28.463,28.79,178.191,138.366,152.888,243.266,9.503,2.129,0.538
186,Jharkhand,Kodarma,2000,10.354,30.284,1.112,21.957,23.4,173.974,117.882,151.018,250.12,8.054,1.293,0.528
187,Jharkhand,Lohardaga,2000,9.31,51.16,0.2,20.883,14.319,206.306,148.855,175.39,205.279,8.66,1.111,0.179
188,Jharkhand,Pakaur,2000,6.314,24.536,4.869,35.097,84.976,208.496,143.134,260.989,227.81,31.823,3.303,1.106
189,Jharkhand,Palamu,2000,10.145,36.893,0.123,17.244,8.297,179.441,130.026,132.564,219.917,6.093,0.271,0.047
190,Jharkhand,West Singbhum,2000,4.332,83.784,0.235,34.822,55.742,236.767,167.331,223.551,165.38,20.888,3.808,0.53
191,Jharkhand,East Singbhum,2000,3.209,74.749,0.3,57.616,101.682,225.462,159.26,224.27,172.929,29.785,6.245,0.789
192,Jharkhand,Ranchi,2000,7.69,63.409,0.199,28.614,33.204,205.837,158.763,190.652,197.848,13.564,2.496,0.498
193,Jharkhand,Sahibganj,2000,7.773,18.228,4.725,28.318,75.325,205.457,138.946,255.541,238.283,28.098,1.98,0.855
194,Karnataka,Bagalkot,2000,0,0.992,0,35.999,83.163,135.758,164.295,173.079,167.7,84.221,10.573,1.778
195,Karnataka,Bangalore,2000,0.037,11.832,0.074,80.108,73.289,89.692,99.856,193.458,132.482,291.835,13.405,14.699
196,Karnataka,Bangalore Rural,2000,0,9.833,0.002,81.99,78.12,93.181,102.937,200.521,138.413,278.017,9.848,8.556
197,Karnataka,Belgaum,2000,0,0.176,0,26.316,86.725,397.696,426.719,300.439,276.949,97.281,13.75,2.703
198,Karnataka,Bellary,2000,0,1.828,0,47.46,74.024,102.76,117.055,158.384,137.167,137.599,8.755,2.594
199,Karnataka,Bidar,2000,0,10.349,0,8.027,52.927,195.303,105.788,341.89,89.235,30.466,6.391,3.432
200,Karnataka,Bijapur,2000,0,1.983,0,22.747,67.553,125.319,106.289,160.135,142.43,70.803,8.748,2.701
201,Karnataka,Chamarajanagar,2000,0.084,11.213,1.4,94.091,67.794,261.376,282.111,411.803,122.795,310.562,43.407,39.126
202,Karnataka,Chikmangalur,2000,0,2.217,0,57.301,84.641,466.857,560.608,573.607,238.482,208.037,34.531,18.159
203,Karnataka,Chitradurga,2000,0,3.284,0,70.893,70.391,108.104,151.397,189.592,128.098,194.664,10.474,3.525
204,Karnataka,Davanagere,2000,0,2.55,0,59.438,76.22,232.72,325.513,322.932,189.933,180.729,13.103,3.253
205,Karnataka,Dharwad,2000,0,0.565,0,38.536,93.461,458.747,535.155,380.994,362.597,144.06,14.204,1.415
206,Karnataka,Gadag,2000,0,1.363,0,45.234,84.819,242.16,270.034,248.927,219.906,117.298,11.935,1.448
207,Karnataka,Gulbarga,2000,0,5.402,0,17.521,62.877,144.469,82.011,228.641,129.263,54.815,5.793,2.376
208,Karnataka,Hassan,2000,0,4.536,0,72.844,88.637,524.653,684.492,769.96,226.733,260.445,37.498,23.125
209,Karnataka,Haveri,2000,0,0.817,0,49.026,85.821,373.794,485.364,398.403,290.145,172.949,14.273,2.803
210,Karnataka,Kodagu,2000,0,2.711,0.03,45.109,67.146,378.283,397.252,437.528,136.748,197.378,63.195,48.522
211,Karnataka,Kolar,2000,0,14.185,0,59.625,79.147,98.407,98.452,231.171,149.143,256.67,12.741,8.999
212,Karnataka,Koppal,2000,0,1.121,0,42.815,76.711,121.223,124.522,155.467,158.69,113.013,8.845,1.872
213,Karnataka,Mandya,2000,0,7.284,0.095,89.75,79.499,293.056,418.917,549.238,155.694,297.388,28.921,22.082
214,Karnataka,Mysore,2000,0,6.083,0.261,86.088,93.234,524.761,583.767,685.314,155.105,303.512,68.79,44.43
215,Karnataka,Raichur,2000,0,2.705,0,29.93,70.863,87.087,62.31,140.388,137.368,86.874,6.176,2.11
216,Karnataka,Shimoga,2000,0,0.799,0,36.786,77.518,462.593,551.151,474.919,268.698,152.656,24.447,11.721
217,Karnataka,Tumkur,2000,0,5.268,0,82.021,74.322,137.782,191.403,273.497,148.013,251.78,11.09,5.99
218,Kerala,Idukki,2000,2.842,70.11,20.325,173.538,35.012,285.638,191.509,604.035,257.829,292.497,86.93,64.771
